id,name,type,latitude,longitude,capacity,operating_hours,features
null,오이시,restaurant,36.088033,128.35717,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""일식집""]}"
null,오호오쭈꾸미 본점,restaurant,36.082919,128.353236,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,옥구삼 구미점,restaurant,36.121467,128.34459,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,옥된장 구미송정점,restaurant,36.116836,128.344052,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골"", ""옥된장""]}"
null,옥은주의꿀닭,restaurant,36.12161,128.345166,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,온누리,restaurant,36.092723,128.360608,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동""]}"
null,온덮,restaurant,36.087419,128.355041,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식""]}"
null,온정칼국수 구미점,restaurant,36.122469,128.379198,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,올뉴충무김밥,fastfood,36.095477,128.358874,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,와비사비 송정점,restaurant,36.116827,128.346505,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식""]}"
null,와와식당,restaurant,36.123275,128.361952,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,와우궁양평해장국 공단점,restaurant,36.110493,128.381026,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해장국""]}"
null,와우정 대한민국본점,restaurant,36.124583,128.359123,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""찌개,전골""]}"
null,와촌식육식당 송정점,restaurant,36.11638,128.340825,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,왓더버거 구미사곡점,restaurant,36.096996,128.359016,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""햄버거"", ""왓더버거""]}"
null,왕십리,restaurant,36.124643,128.342543,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,왕십리보쌈왕족발 본점,restaurant,36.125424,128.341225,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,왜관순대식당,restaurant,36.123209,128.361694,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""순대""]}"
null,외백,restaurant,36.088316,128.358398,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""아시아음식""]}"
null,외양간참숯꼬기,restaurant,36.121679,128.341115,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,요거트퍼플,restaurant,36.088379,128.358238,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""아이스크림""]}"
null,요리성,restaurant,36.094385,128.3593,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,요리축제,restaurant,36.096313,128.357055,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식""]}"
null,우가원,restaurant,36.08856,128.358344,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,우규,bar,36.088119,128.355452,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,우묵배미식당,restaurant,36.09973,128.384853,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,우빈이네,fastfood,36.089411,128.358695,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,우야지막창 송정점,restaurant,36.116949,128.345663,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,울릉도물회횟집,restaurant,36.117328,128.343684,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,울릉도식당,restaurant,36.122001,128.340289,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,울릉도회오징어,restaurant,36.094706,128.358013,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,울진맛집,restaurant,36.087702,128.35489,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,움버거앤윙스 구미사곡역점,fastfood,36.097759,128.356869,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""패스트푸드"", ""움버거앤윙스""]}"
null,원빙고떡볶이 상모점,fastfood,36.089685,128.356684,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식"", ""떡볶이""]}"
null,원조동해해물탕 송정점,restaurant,36.117461,128.345287,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""매운탕,해물탕""]}"
null,원조배신석쇠불고기 송정점,restaurant,36.116567,128.346622,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""불고기,두루치기""]}"
null,원찜갈비 본점,restaurant,36.10827,128.339533,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,웰빙돈가,restaurant,36.096442,128.356611,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살""]}"
null,웰빙한식뷔페,cafeteria,36.121065,128.382582,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""뷔페"", ""한식뷔페""]}"
null,위위엔,restaurant,36.085444,128.355351,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,유메노 송정점,bar,36.117443,128.344983,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,육미식당,restaurant,36.116791,128.341662,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,육수당 구미시청점,restaurant,36.119214,128.342523,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥"", ""육수당""]}"
null,육영란얼큰칼국수 상모사곡본점,restaurant,36.094545,128.360571,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,육통삼 상모점,restaurant,36.088024,128.355069,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,육회집,restaurant,36.117522,128.343435,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,육회한생고기,restaurant,36.120701,128.341418,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,윤쉐프의고기집,restaurant,36.115601,128.340076,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,윤쉐프의고기집 구미시청점,restaurant,36.11679,128.345825,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,윤훈식농가쌈밥 구미상모점,restaurant,36.087982,128.357974,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""쌈밥""]}"
null,은성식육식당,restaurant,36.094693,128.357941,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,은이네국수집,restaurant,36.096605,128.357243,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수""]}"
null,은주고을,restaurant,36.121109,128.340159,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,은하철도999,bar,36.125269,128.344789,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,음주구역,restaurant,36.124604,128.347216,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,응,restaurant,36.102343,128.384549,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,이가네한상,restaurant,36.115766,128.347864,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,이대포주막,bar,36.094665,128.358514,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,이로,restaurant,36.11642,128.34495,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식""]}"
null,이모네식당,restaurant,36.12449,128.347976,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,이선생순댓국,restaurant,36.094659,128.358463,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""순대""]}"
null,이수제철판왕돈까스,restaurant,36.116559,128.344746,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""돈까스,우동""]}"
null,이자카야 우규 구미상모점,bar,36.088174,128.355559,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""일본식주점""]}"
null,이젠밥,restaurant,36.096709,128.356343,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,이조곰탕,restaurant,36.124771,128.343104,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""곰탕""]}"
null,이창곤옛날통닭 상모사곡점,restaurant,36.095225,128.358979,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,이춘봉치킨 구미상모사곡점,restaurant,36.094014,128.358996,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""이춘봉인생치킨""]}"
null,이태리레스토랑 문 공단점,restaurant,36.101243,128.383636,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""이탈리안""]}"
null,인사동떡집,restaurant,36.120656,128.378625,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""떡,한과""]}"
null,인생극장 구미상모점,restaurant,36.086173,128.35527,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비"", ""인생극장""]}"
null,인생식당,restaurant,36.098963,128.360671,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,인생찜닭 상모사곡점,restaurant,36.09836,128.360394,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,일미리금계찜닭 상모점,restaurant,36.087067,128.355074,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""일미리금계찜닭""]}"
null,일미삼겹살,restaurant,36.101309,128.38391,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""삼겹살""]}"
null,일품칼국수 공단,restaurant,36.101754,128.384499,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,임부자장어,restaurant,36.106193,128.351217,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""장어""]}"
null,임은할매닭목집,restaurant,36.096556,128.358677,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,자담치킨 구미형곡점,restaurant,36.109112,128.339502,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""자담치킨""]}"
null,자연산횟집,restaurant,36.085976,128.355905,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,장길산 본점,restaurant,36.088849,128.356809,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해장국""]}"
null,장땡으로가는길,restaurant,36.122665,128.347987,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,장수월 빨간고기 본점,restaurant,36.122404,128.376951,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,장충동에이치앤드제이왕족발,restaurant,36.097996,128.359725,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,장풍순대국밥,restaurant,36.094561,128.36002,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,전국제일순대 공단점,restaurant,36.102592,128.384589,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""순대""]}"
null,전원숯불 구미사곡점,restaurant,36.107777,128.34807,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,전주현대옥 구미시청점,restaurant,36.119006,128.342507,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥"", ""전주현대옥""]}"
null,정가네 밥풀,restaurant,36.094985,128.360887,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,정거장왕족발,restaurant,36.101781,128.384201,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,정바우가든,restaurant,36.107562,128.364966,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,정성담은소소한식탁,restaurant,36.100227,128.359733,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,정성푸드 제이솔루션점,restaurant,36.112127,128.38162,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,정스키친,restaurant,36.121394,128.379006,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,제비파스타 구미송정점,restaurant,36.118805,128.342533,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""이탈리안"", ""제비파스타""]}"
null,제이델링 레터링케이크 구미점,restaurant,36.120848,128.3798,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,제일식육식당,restaurant,36.101436,128.384819,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,제일옛날옛집,restaurant,36.101682,128.384108,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""순대""]}"
null,제주고여사식당,restaurant,36.11052,128.380403,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,제주성,restaurant,36.106456,128.350508,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,제주통해장국 본점,restaurant,36.10271,128.384951,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해장국""]}"
null,제형밀면,restaurant,36.116745,128.346777,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수""]}"
null,조개짐,restaurant,36.099935,128.358192,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""조개""]}"
null,조개짐 송정점,restaurant,36.117315,128.343515,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""조개""]}"
null,조돌칼국수 구미시청점,restaurant,36.117388,128.34426,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,조방낙지,restaurant,36.123803,128.348051,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,조선별밤,bar,36.116958,128.345856,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,조선옥식당,restaurant,36.123964,128.34852,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,족발정 공단점,restaurant,36.103337,128.385688,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""족발,보쌈""]}"
null,종가집국밥 구미점,restaurant,36.09211,128.358369,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,주복신화 불타는막창곰장어 상모점,restaurant,36.087727,128.355583,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""곱창,막창""]}"
null,주왕산삼계탕 원평점,restaurant,36.123355,128.345262,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""삼계탕""]}"
null,죽곡낙동생오리 상모점,restaurant,36.088342,128.35603,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""오리""]}"
null,죽이야기 구미송정점,restaurant,36.121398,128.340088,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""죽"", ""죽이야기""]}"
null,죽이야기 구미차병원점,restaurant,36.115122,128.340579,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""죽"", ""죽이야기""]}"
null,지정환피자 상모점,restaurant,36.087266,128.35516,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자"", ""지정환피자""]}"
null,지지고 구미상모점,cafeteria,36.086512,128.355274,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""도시락"", ""지지고""]}"
null,지코바 상모점,restaurant,36.083839,128.356698,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""지코바""]}"
null,진교동찜닭 구미점,restaurant,36.092017,128.360473,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리"", ""진교동찜닭""]}"
null,진명주청원신물회 본점,restaurant,36.085094,128.354672,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,진미분식당,restaurant,36.085692,128.355744,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,진미분식당 형곡점,restaurant,36.110434,128.339523,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,진선찜 송정점,restaurant,36.117438,128.346365,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""갈비""]}"
null,진주칼국수냉면 송정본점,restaurant,36.116006,128.342138,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,진짜찐포차,bar,36.123818,128.361381,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""실내포장마차""]}"
null,진참치 송정점,restaurant,36.11709,128.342431,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""참치회""]}"
null,진참치 신평점,restaurant,36.124257,128.359899,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""참치회""]}"
null,진천고을구미식당 본점,restaurant,36.125443,128.343573,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,짚시,restaurant,36.099516,128.384844,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,짱구포차,bar,36.121162,128.382827,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""실내포장마차""]}"
null,찜꽁찜닭 상모사곡점,restaurant,36.096436,128.360506,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,찜닭조,restaurant,36.123518,128.361579,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,차이홍,restaurant,36.125621,128.340327,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,착한감자탕 구미원평점,restaurant,36.125152,128.343592,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""감자탕""]}"
null,참바다해물찜,restaurant,36.125071,128.342323,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선""]}"
null,참숯꼬기 송정점,restaurant,36.116488,128.342412,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,참숯꼬기 신평점,restaurant,36.124383,128.361132,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,참숯불나라,restaurant,36.122125,128.380193,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,처갓집양념치킨 구미신평점,restaurant,36.122141,128.361434,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""처갓집양념치킨""]}"
null,처갓집양념치킨 상모점,restaurant,36.095727,128.359256,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨"", ""처갓집양념치킨""]}"
null,천빵백화점 사곡점,restaurant,36.096873,128.358972,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,천지활아구,restaurant,36.099008,128.357866,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""아구""]}"
null,청년양고기 구미시청점,restaurant,36.116457,128.345749,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,청송능이한방백숙,restaurant,36.116333,128.340686,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,청원신물회,restaurant,36.085821,128.355955,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,청정바지락칼국수,restaurant,36.121209,128.340505,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국수"", ""칼국수""]}"
null,청정숯불 본점,restaurant,36.105363,128.36545,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,청정알탕횟집,restaurant,36.100526,128.385006,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,청춘껍데기 송정점,restaurant,36.117368,128.346497,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,청춘낭만비어 원평점,bar,36.124276,128.346973,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집"", ""호프,요리주점""]}"
null,청풍오리,restaurant,36.106076,128.351532,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""오리""]}"
null,청풍추어탕,restaurant,36.097477,128.359055,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""추어""]}"
null,청화산 한우소고기,restaurant,36.123902,128.36236,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기""]}"
null,초가집,restaurant,36.094524,128.360776,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식""]}"
null,춘천닭갈비 본점,restaurant,36.117495,128.345784,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,춘천명동본가닭갈비 구미본점,restaurant,36.092855,128.360624,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""육류,고기"", ""닭요리""]}"
null,춤추는찹쌀꽈배기 상모점,restaurant,36.085892,128.355779,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,춤추는해녀 원평점,restaurant,36.1234,128.345076,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""일식"", ""일식집""]}"
null,충무굴국밥,restaurant,36.121991,128.382416,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""국밥""]}"
null,충무김밥 구미공단점,fastfood,36.100952,128.385137,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""분식""]}"
null,충무회세꼬시잡어,restaurant,36.120823,128.341184,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""한식"", ""해물,생선"", ""회""]}"
null,충칭훠궈마라탕 상모점,restaurant,36.087914,128.357669,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,취미바,bar,36.117379,128.346492,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""술집""]}"
null,취팔선,restaurant,36.117259,128.343074,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""중식"", ""중국요리""]}"
null,츠키에이스튜디오,restaurant,36.121051,128.342487,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""간식"", ""제과,베이커리""]}"
null,치맥킹 구미송정점,restaurant,36.117469,128.345928,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
null,치즈앤도우 구미점,restaurant,36.113707,128.365488,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""양식"", ""피자""]}"
null,치코파닭 구미1호점,restaurant,36.097398,128.360008,null,null,"{""has_vegetarian"": null, ""average_price"": null, ""cuisine_tags"": [""치킨""]}"
